loc,age,Income_level, car_cost,park_and_ride_cost,metro_cost,bus_cost,car_realtime,park_and_ride_realtime,metro_realtime,bus_realtime,decision
11,34,1,24,11,2,0,0,10,15,15,bus
11,52,2,24,11,2,0,0,10,15,15,metro
11,50,3,43,10,2,0,0,10,25,15,park and ride
11,44,1,32,13,2,0,0,10,25,15,bus
11,61,1,42,15,2,0,0,10,25,15,bus
11,44,1,24,11,2,0,0,10,25,15,bus
11,27,1,22,13,2,0,0,20,45,25,bus
11,54,2,22,13,2,0,0,20,45,25,park and ride
11,43,3,33,10,2,0,0,10,25,15,car
11,61,1,42,13,2,0,0,10,35,15,metro
11,52,1,22,9,2,0,0,10,35,15,bus
11,37,2,24,11,2,0,0,10,15,15,park and ride
11,52,3,32,13,2,0,0,10,25,15,car
11,46,3,42,15,2,0,0,10,25,15,car
11,65,2,42,15,2,0,0,10,25,15,park and ride
11,61,3,23,10,2,0,0,10,25,15,car
11,38,1,32,13,2,0,0,10,35,15,metro
11,34,2,24,11,2,0,0,10,15,15,park and ride
11,50,2,23,10,2,0,0,10,25,15,metro
11,51,3,42,19,2,0,0,10,25,15,car
12,55,2,23,10,2,0,0,10,25,15,car
12,67,3,32,13,2,0,0,10,25,15,car
12,67,1,23,10,2,0,0,10,25,15,metro
12,43,3,32,13,2,0,0,10,25,15,car
12,62,1,22,9,2,0,0,10,35,15,bus
12,36,2,42,15,2,0,0,10,25,15,metro
12,64,1,42,15,2,0,0,10,25,15,bus
12,56,2,22,9,2,0,0,10,35,15,park and ride
12,33,2,23,10,2,0,0,10,25,15,car
12,65,2,32,13,2,0,0,10,25,15,park and ride
12,36,3,23,10,2,0,0,10,25,15,park and ride
12,63,1,23,10,2,0,0,10,25,15,bus
12,43,1,24,11,2,0,0,10,15,15,metro
12,34,1,42,15,2,0,0,10,25,15,bus
12,51,1,23,10,2,0,0,10,25,15,bus
12,39,2,32,13,2,0,0,10,25,15,metro
12,27,1,23,14,2,0,0,10,25,15,bus
12,26,3,42,15,2,0,0,10,25,15,car
12,52,1,24,11,2,0,0,10,15,15,bus
12,49,2,22,15,2,0,0,10,25,15,car
13,44,2,8,10,2,0,0,10,25,15,car
13,38,1,22,15,2,0,0,10,25,15,bus
13,56,3,32,13,2,0,0,10,25,15,car
13,34,2,9,11,2,0,0,10,15,15,park and ride
13,49,3,32,13,2,0,0,10,35,15,car
13,60,1,24,11,2,0,0,10,15,15,bus
13,48,2,23,10,2,0,0,10,25,15,park and ride
13,51,2,32,13,2,0,0,10,25,15,park and ride
13,28,2,24,11,2,0,0,10,15,15,metro
13,60,2,42,15,2,0,0,10,25,15,park and ride
13,51,3,23,10,2,0,0,10,25,15,car
13,28,2,22,13,2,0,0,10,35,15,metro
13,49,2,7,9,2,0,0,10,35,15,park and ride
13,58,1,32,13,2,0,0,10,35,15,bus
13,33,2,24,11,2,0,0,10,15,15,metro
13,75,2,23,10,2,0,0,10,25,15,park and ride
13,28,3,32,13,2,0,0,10,25,15,car
13,29,1,9,11,2,0,0,10,15,15,metro
13,29,1,32,13,2,0,0,10,25,15,bus
14,56,3,33,10,2,0,0,10,25,15,car
14,55,2,42,15,2,0,0,10,25,15,metro
14,32,3,32,13,2,0,0,10,35,15,car
14,60,3,23,10,2,0,0,10,25,15,car
14,62,2,24,11,2,0,0,10,15,15,park and ride
14,33,1,8,10,2,0,0,10,25,15,bus
14,40,1,32,13,2,0,0,10,25,15,metro
14,50,3,32,13,2,0,0,10,25,15,car
14,45,2,42,15,2,0,0,10,25,15,car
14,48,1,23,10,2,0,0,10,25,15,bus
14,30,2,42,15,2,0,0,10,25,15,metro
14,38,1,24,11,2,0,0,10,15,15,metro
14,68,3,32,13,2,0,0,10,25,15,car
14,59,3,42,15,2,0,0,10,25,15,car
14,62,3,23,10,2,0,0,10,25,15,car
14,25,2,42,15,2,0,0,10,25,15,park and ride
14,58,1,24,11,2,0,0,10,15,15,bus
14,36,1,8,10,2,0,0,10,25,15,metro
14,75,3,23,10,2,0,0,10,25,15,park and ride
14,72,3,24,11,2,0,0,10,15,15,car
14,28,2,32,15,2,0,0,10,25,15,metro
15,46,2,24,11,2,0,0,10,15,15,car
15,44,2,32,15,2,0,0,10,25,15,bus
15,62,2,32,19,2,0,0,20,35,25,park and ride
15,47,2,23,10,2,0,0,10,25,15,park and ride
15,63,2,32,15,2,0,0,10,25,15,metro
15,63,2,23,10,2,0,0,10,25,15,metro
15,56,1,32,13,2,0,0,10,25,15,bus
15,47,1,43,20,2,0,0,10,5,15,bus
15,52,2,42,19,2,0,0,15,20,20,park and ride
15,63,2,23,10,2,0,0,10,25,15,car
15,73,2,42,15,2,0,0,10,15,15,car
15,49,2,42,19,2,0,0,15,20,20,metro
15,62,2,24,11,2,0,0,10,15,15,park and ride
15,57,1,42,19,2,0,0,15,20,20,metro
15,34,3,24,11,2,0,0,10,15,15,car
15,59,2,23,10,2,0,0,10,25,15,metro
15,26,3,32,13,2,0,0,10,25,15,car
15,37,3,42,19,2,0,0,15,20,20,car
15,25,1,32,13,2,0,0,10,25,15,bus
15,33,3,42,15,2,3,0,10,25,15,car
